1.20	2.68
1.15	8.14
1.13	2.46
1.20	3.13
1.29	3.00
1.22	2.70
1.12	9.70
1.14	2.84
1.09	2.47
1.10	2.41
1.17	11.24
1.18	2.59
1.12	4.35
1.14	3.14
1.17	9.94
1.17	3.68
1.21	3.44
1.15	3.77
2.35	3.95
1.20	3.35
1.20	4.87
1.21	3.30
1.36	9.81
1.20	2.65
1.12	2.54
1.20	9.66
1.18	2.61
1.13	2.89
1.19	9.86
1.27	9.53
1.14	2.87
1.13	2.59
1.15	2.65
1.14	2.52
1.28	9.49
1.18	3.47
1.17	3.12
1.15	4.60
1.14	3.21
1.16	2.57
1.17	4.93
1.14	2.66
1.14	2.97
1.21	10.42
1.19	2.63
1.11	5.04
1.22	4.68
1.15	3.25
1.24	3.26
1.16	2.71
1.13	2.57
1.13	2.57
1.13	8.65
1.21	4.68
1.17	3.29
1.15	3.36
1.17	5.96
1.23	2.68
1.21	10.11
1.18	2.76
1.17	3.26
1.18	4.85
1.22	7.69
1.15	2.67
1.26	10.77
1.21	3.05
1.14	6.75
1.18	2.71
1.14	2.62
1.11	2.51
1.14	2.67
1.17	3.40
1.15	8.12
1.19	2.75
1.21	3.80
1.17	2.70
1.15	3.41
1.18	2.84
1.17	2.82
1.49	5.72
1.19	3.63
1.20	3.99
1.24	3.50
1.17	2.79
1.19	9.43
1.36	3.32
1.18	2.75
1.09	2.55
1.19	6.56
1.19	2.95
1.22	5.83
1.21	3.30
1.21	2.86
1.21	3.07
1.46	4.33
1.47	6.35
1.32	4.18
1.35	3.40
1.34	6.73
1.28	14.01
1.36	12.82
1.17	3.19
1.42	4.01
1.13	2.69
1.18	3.02
1.19	13.69
1.75	3.53
1.61	9.92
1.17	3.38
1.14	2.70
1.14	2.63
1.25	6.82
1.28	13.02
1.23	3.11
1.23	3.78
1.40	4.20
1.33	3.23
1.36	3.14
